#
#
# US Geological Survey
# retrieved: 2020-01-20 13:31:30 -05:00	(sdas01)
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://waterservices.usgs.gov/rest/Site-Service.html
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# Warning: A site search criterion has been used for which the data may be unavailable.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd
USGS	375914081121501	 Fay-0278	GW	37.98740556	-81.204175	1	NAD83	 2080.00	010	NGVD29	05050006
USGS	375915081132501	 Fay-0279	GW	37.9877611	-81.2237722	1	NAD83	 1706.00	002	NGVD29	05050006
USGS	375943081022901	 Fay-0182	GW	37.9953903	-81.04121	S	NAD83	 1620.00	20	NGVD29	05050004
USGS	375943081304601	 Boo-0253	GW	37.99527778	-81.5127778	S	NAD83	 1035.00	010	NGVD29	05050009
USGS	375950081095901	 Fay-0183	GW	37.9973332	-81.16621468	S	NAD83	 2020.00	20	NGVD29	05050004
USGS	375956082242501	 Way-0148	GW	37.9988333	-82.4069722	S	NAD83	 720	 20	NGVD29	05090102
USGS	380029081053801	 Fay-0185	GW	38.0081672	-81.09371218	S	NAD83	 1940.00	20	NGVD29	05050004
USGS	380112081030201	 Fay-0189	GW	38.02011194	-81.0503774	S	NAD83	 2100.00	20	NGVD29	05050004
USGS	380119081121101	 Fay-0191	GW	38.0220545	-81.2028831	S	NAD83	 1500.00	20	NGVD29	05050006
USGS	380153081341101	 Boo-0260	GW	38.03153056	-81.5697667	1	NAD83	 780.00	010	NGVD29	05050009
USGS	380200081464901	 Boo-0244	GW	38.03343569	-81.7801206	S	NAD83	 725.00	10	NGVD29	05050009
USGS	380212081050001	 Fay-0195	GW	38.03677787	-81.0831567	F	NAD83	 1820.00	20	NGVD29	05050004
USGS	380212081272301	 Kan-0906	GW	38.03677359	-81.4562226	F	NAD83	 1100.	20	NGVD29	05050006
USGS	380226081111501	 Fay-0196	GW	38.04066545	-81.1873273	S	NAD83	 1460.00	20	NGVD29	05050004
USGS	380301081223301	 Kan-0811	GW	38.0503853	-81.3756657	S	NAD83	 960.00	20	NGVD29	05050006
USGS	380318081062701	 Fay-0257	GW	38.05511055	-81.10732459	F	NAD83	 1790.00	 10	NGVD29	05050004
USGS	380326081015101	 Fay-0197	GW	38.0573336	-81.0306551	S	NAD83	 2000.00	20	NGVD29	05050004
USGS	380326081154501	 Fay-0199	GW	38.0573309	-81.2623302	S	NAD83	 980.00	20	NGVD29	05050006
USGS	380402081224701	 Kan-0937	GW	38.06732939	-81.379555	S	NAD83	 820.00	020	NGVD29	05050006
USGS	380403081185001	 Fay-0267	GW	38.06416667	-81.3122222	S	NAD83	 1159.45	010	NAVD88	05050006
USGS	380418081382801	 Boo-0252	GW	38.0717702	-81.6409506	F	NAD83	 750.00	010	NGVD29	05050009
USGS	380428081020401	 Fay-0205	GW	38.07455546	-81.0342666	F	NAD83	 1980.00	20	NGVD29	05050004
USGS	380434081064301	 Fay-0207	GW	38.07622119	-81.1117696	S	NAD83	 1660.00	20	NGVD29	05050004
USGS	380444081351401	 Boo-0258	GW	38.078875	-81.5875278	1	NAD83	 845.00	010	NGVD29	05050009
USGS	380501082030001	 Lin-0176	GW	38.08370799	-82.049854	S	NAD83	 690.00	10	NGVD29	05070102
USGS	380537081033201	 Fay-0209	GW	38.09372145	-81.0587123	S	NAD83	 1660.00	20	NGVD29	05050004
USGS	380607081145801	 Fay-0270	GW	38.10215278	-81.2495278	1	NAD83	 855.00	005	NGVD29	05050006
USGS	380611081483701	 Boo-0245	GW	38.1031558	-81.810123	S	NAD83	 840.00	10	NGVD29	05050009
USGS	380613081483601	 Boo-0246	GW	38.10371135	-81.80984529	S	NAD83	 840.00	10	NGVD29	05050009
USGS	380621081264801	 Kan-0814	GW	38.10593894	-81.4465019	S	NAD83	 780.00	20	NGVD29	05050006
USGS	380708081001601	 Fay-0148	GW	38.1189993	-81.0042662	S	NAD83	 2140.00	20	NGVD29	05050005
USGS	380708081370201	 Boo-0259	GW	38.11905556	-81.6170722	1	NAD83	 715.00	002	NGVD29	05050009
USGS	380727081041301	 Fay-0213	GW	38.12427625	-81.0701021	S	NAD83	 1340.00	20	NGVD29	05050004
USGS	380728081150501	 Fay-0226	GW	38.12455196	-81.25122	S	NAD83	 635.00	20	NGVD29	05050006
USGS	380729081041301	 Fay-0214	GW	38.12483179	-81.0701021	S	NAD83	 1380.00	20	NGVD29	05050004
USGS	380736082274401	 Way-0143	GW	38.1267549	-82.4620967	S	NAD83	 670	 10	NGVD29	05090102
USGS	380746081073401	 Fay-0215	GW	38.12955329	-81.1259377	S	NAD83	 1260.00	20	NGVD29	05050004
USGS	380811081070501	 Fay-0216	GW	38.13649768	-81.1178819	S	NAD83	 1380.00	20	NGVD29	05050004
USGS	380818081502301	 Boo-0255	GW	38.13833889	-81.8397167	1	NAD83	 656.00	005	NGVD29	05050009
USGS	380820081161801	 Fay-0227	GW	38.13899589	-81.2714986	S	NAD83	 720.00	20	NGVD29	05050006
USGS	380847081122901	 Fay-0229	GW	38.14649647	-81.2078855	S	NAD83	 660.00	20	NGVD29	05050006
USGS	380906081014501	 Fay-0217	GW	38.15177615	-81.0289899	S	NAD83	 1820.00	20	NGVD29	05050004
USGS	380907081323601	 Kan-0942	GW	38.15194444	-81.5434167	1	NAD83	 1333	  1	NGVD29	05050006
USGS	380917081094301	 Fay-0218	GW	38.15483016	-81.1617728	S	NAD83	 1180.00	20	NGVD29	05050004
USGS	380939081054401	 Fay-0156	GW	38.16094189	-81.0953815	S	NAD83	 1480.00	20	NGVD29	05050005
USGS	380939081504801	 Boo-0256	GW	38.16061389	-81.8461222	1	NAD83	 805.00	002	NGVD29	05050009
USGS	380949081115401	 Fay-0231	GW	38.16371847	-81.19816319	S	NAD83	 620.00	20	NGVD29	05050006
USGS	381002081010001	 Fay-0159	GW	38.1673315	-81.0164897	S	NAD83	 1700.00	20	NGVD29	05050005
USGS	381040082331501	 Way-0122	GW	38.1778638	-82.5540448	S	NAD83	 610.00	20	NGVD29	05070204
USGS	381048081504801	 Boo-0257	GW	38.17996667	-81.8469722	1	NAD83	 675.00	005	NGVD29	05050009
USGS	381102082355001	 Way-0123	GW	38.1839746	-82.5971015	S	NAD83	 560.00	20	NGVD29	05070204
USGS	381125081304701	 Kan-0935	GW	38.1908833	-81.51251389	1	NAD83	 810.00	020	NGVD29	05050006
USGS	381131081021901	 Fay-0162	GW	38.19205299	-81.03843539	S	NAD83	 1360.00	20	NGVD29	05050005
USGS	381159081244701	 Kan-0936	GW	38.1998263	-81.4128922	S	NAD83	 635.00	010	NGVD29	05050006
USGS	381216081450101	 Kan-0934	GW	38.20444444	-81.7502778	S	NAD83	 640.00	005	NGVD29	05050009
USGS	381310081195901	 Kan-0933	GW	38.2195491	-81.3328906	S	NAD83	 970.00	010	NGVD29	05050006
USGS	381317081503701	 Lin-0186	GW	38.22127778	-81.8435556	5	NAD83	 685	 10	NGVD29	05050009
USGS	381428082355801	 Way-0010	GW	38.24119518	-82.5993245	S	NAD83	 590.00	10	NGVD29	05070204
USGS	381428082355901	 Way-0011	GW	38.24119517	-82.5996023	S	NAD83	 590.00	10	NGVD29	05070204
USGS	381432081391501	 Kan-0923	GW	38.24232175	-81.6540105	S	NAD83	 980.00	 10	NGVD29	05050006
USGS	381438081332801	 Kan-0864	GW	38.24399	-81.5576193	S	NAD83	 600.00	20	NGVD29	05050006
USGS	381447081393101	 Kan-0946	GW	38.2463333	-81.6585556	5	NAD83	 939.3	.25	NAVD88	05050008
USGS	381504081541301	 Lin-0184	GW	38.2511111	-81.9036111	S	NAD83	 780	 10	NGVD29	05070102
USGS	381513081094201	 Nic-0198	GW	38.2532222	-81.162	1	NAD83	 741.95	.01	NAVD88	05050005
USGS	381533081020301	 Nic-0157	GW	38.2592738	-81.03399189	S	NAD83	 1060.00	20	NGVD29	05050005
USGS	381540081020201	 Nic-0158	GW	38.2612182	-81.0337141	S	NAD83	 1060.00	5	NGVD29	05050005
USGS	381541081020201	 Nic-0159	GW	38.26149597	-81.0337141	S	NAD83	 1065.00	5	NGVD29	05050005
USGS	381549081210601	 Kan-0824	GW	38.2637146	-81.3515031	S	NAD83	 950.00	10	NGVD29	05050006
USGS	381552081014801	 Nic-0161	GW	38.26455148	-81.0298252	S	NAD83	 1090.00	20	NGVD29	05050005
USGS	381613082341901	 Way-0132	GW	38.27036144	-82.571824	S	NAD83	 540.00	20	NGVD29	05070204
USGS	381614081382901	 Kan-0943	GW	38.27069444	-81.6412778	5	NAD83	 760	 10	NGVD29	05050008
USGS	381619081392901	 Kan-0192	GW	38.27166667	-81.6591667	5	NAD83	 772.69	0.2	NAVD88	05050008
USGS	381812081365001	 Kan-0828	GW	38.30343207	-81.6137331	S	NAD83	 1150.00	10	NGVD29	05050006
USGS	381833081300401	 Kan-0929	GW	38.30916667	-81.5011111	F	NAD83	 745.00	005	NGVD29	05050006
USGS	381846081531901	 Lin-0183	GW	38.31277778	-81.8886111	S	NAD83	 940	 10	NGVD29	05070102
USGS	381847081254201	 Kan-0938	GW	38.3130722	-81.4283194	1	NAD83	 825.00	010	NGVD29	05050006
USGS	381847082334901	 Way-0135	GW	38.31313875	-82.5634907	S	NAD83	 560.00	20	NGVD29	05070204
USGS	381852081404401	 Kan-0927	GW	38.31444444	-81.67888889	S	NAD83	 640.00	005	NGVD29	05050008
USGS	381913081164601	 Kan-0896	GW	38.3203807	-81.27928008	F	NAD83	 990	10	NGVD29	05050007
USGS	381916081405001	 Kan-0830	GW	38.32120829	-81.6804018	F	NAD83	 850.00	20	NGVD29	05050006
USGS	381953081104001	 Cla-0125	GW	38.33149259	-81.1776099	F	NAD83	 1000	20	NGVD29	05050007
USGS	382039081375601	 Kan-0866	GW	38.34426409	-81.6320678	S	NAD83	 600.00	 10	NGVD29	05050006
USGS	382131081091501	 Cla-0141	GW	38.3586111	-81.1541667	S	NAD83	 910.00	010	NGVD29	05050007
USGS	382135081441101	 Kan-0294	GW	38.36009528	-81.7370707	F	NAD83	 600.00	10	NGVD29	05050008
USGS	382152081170601	 Kan-0693	GW	38.3648239	-81.284559	F	NAD83	 840.00	10	NGVD29	05050007
USGS	382205082304501	 Way-0144	GW	38.36794444	-82.5124722	1	NAD83	 607.0	.12	NAVD88	05090102
USGS	382250081230601	 Kan-0889	GW	38.38065566	-81.38483988	F	NAD83	 700	10	NGVD29	05050007
USGS	382258081275301	 Kan-0897	GW	38.38287689	-81.46456439	F	NAD83	 900	10	NGVD29	05050007
USGS	382258081340201	 Kan-0898	GW	38.38287535	-81.567067	F	NAD83	 930	10	NGVD29	05050007
USGS	382303081352301	 Kan-0876	GW	38.3842638	-81.5895676	F	NAD83	 600	10	NGVD29	05050007
USGS	382315081473901	 Kan-0869	GW	38.38759377	-81.7940175	S	NAD83	 589.00	5	NGVD29	05050008
USGS	382319081314601	 Kan-0894	GW	38.38870917	-81.5292885	F	NAD83	 780	10	NGVD29	05050007
USGS	382330081483101	 Kan-0851	GW	38.3917601	-81.80846248	S	NAD83	 710.00	10	NGVD29	05050008
USGS	382350082001401	 Put-1000	GW	38.39731278	-82.0037466	S	NAD83	 685.00	010	NGVD29	05050008
USGS	382351081221701	 Kan-0899	GW	38.3975998	-81.3712288	F	NAD83	 1080	10	NGVD29	05050007
USGS	382358082331101	 Way-0033	GW	38.39924886	-82.5582134	F	NAD83	 540.00	10	NGVD29	05090101
USGS	382422082282701	 Cab-0224	GW	38.40619376	-82.47404399	S	NAD83	 515.00	10	NGVD29	05090101
USGS	382453082273601	 Cab-0215	GW	38.41480499	-82.4598768	F	NAD83	 560.00	5	NGVD29	05090101
USGS	382516081560201	 Put-0954	GW	38.42120216	-81.9337448	F	NAD83	 740.00	10	NGVD29	05050008
USGS	382521081555901	 Put-0955	GW	38.422591	-81.9329115	S	NAD83	 720.00	10	NGVD29	05050008
USGS	382540082251701	 Cab-0212	GW	38.427861	-82.4212642	F	NAD83	 550.00	5	NGVD29	05090101
USGS	382542081281001	 Kan-0890	GW	38.42843125	-81.4692877	F	NAD83	 660	10	NGVD29	05050007
USGS	382542082251701	 Cab-0213	GW	38.42841655	-82.4212643	F	NAD83	 550.00	5	NGVD29	05090101
USGS	382545081553101	 Put-0969	GW	38.42925767	-81.92513358	S	NAD83	 749.40	 10	NAVD88	05050008
USGS	382617081593102	 Put-0965	GW	38.4384232	-81.9915247	S	NAD83	 635.00	10	NGVD29	05050008
USGS	382618081593001	 Put-0966	GW	38.43814546	-81.9918025	S	NAD83	 635.00	10	NGVD29	05050008
USGS	382624081501201	 Put-0993	GW	38.44009197	-81.8365199	F	NAD83	 590.00	5	NGVD29	05050008
USGS	382636081432801	 Kan-0928	GW	38.4433333	-81.7244444	S	NAD83	 600.00	005	NGVD29	05050008
USGS	382638081154401	 Cla-0121	GW	38.44398879	-81.26206	F	NAD83	 870	10	NGVD29	05050007
USGS	382649081113401	 Cla-0139	GW	38.4470449	-81.1926129	F	NAD83	 660	20	NGVD29	05050007
USGS	382700081470101	 Put-0963	GW	38.45009245	-81.783463	S	NAD83	 590.00	10	NGVD29	05050008
USGS	382702082003201	 Put-1006	GW	38.45064495	-82.0087478	F	NAD83	 720.00	 10	NGVD29	05050008
USGS	382704081140401	 Cla-0122	GW	38.4512111	-81.23428139	F	NAD83	 830	20	NGVD29	05050007
USGS	382715081340001	 Kan-0930	GW	38.45426249	-81.566513	S	NAD83	 680.00	005	NGVD29	05050007
USGS	382734082172801	 Cab-0208	GW	38.45952936	-82.2909816	S	NAD83	 640.00	10	NGVD29	05090101
USGS	382749081292101	 Kan-0895	GW	38.4637079	-81.4890113	F	NAD83	 810	10	NGVD29	05050007
USGS	382818081311401	 Kan-0931	GW	38.4717628	-81.5204012	S	NAD83	 660.00	005	NGVD29	05050007
USGS	382822081301201	 Kan-0881	GW	38.47287419	-81.5031785	F	NAD83	 670	10	NGVD29	05050007
USGS	382845081300301	 Kan-0932	GW	38.47916667	-81.5008333	S	NAD83	 740.00	005	NGVD29	05050007
